datestop,False,True, ,Count,Success_Rate
2009-08-29,1721.0,81.0,,1802.0,0.0449500554939
2009-08-30,1313.0,49.0,,1362.0,0.0359765051395
2009-08-31,1250.0,41.0,,1291.0,0.0317583268784
2009-09-01,1635.0,88.0,,1723.0,0.0510737086477
2009-09-02,1538.0,110.0,,1648.0,0.0667475728155
2009-09-03,1546.0,121.0,,1667.0,0.0725854829034
2009-09-04,1577.0,125.0,,1702.0,0.0734430082256
2009-09-05,1502.0,128.0,,1630.0,0.078527607362
2009-09-06,1193.0,67.0,,1260.0,0.0531746031746
2009-09-07,1002.0,61.0,,1063.0,0.0573847601129
2009-09-08,1330.0,93.0,,1423.0,0.0653548840478
2009-09-09,1422.0,111.0,,1533.0,0.0724070450098
2009-09-10,1632.0,121.0,,1753.0,0.0690245293782
2009-09-11,1408.0,81.0,,1489.0,0.0543989254533
2009-09-12,1590.0,91.0,,1681.0,0.0541344437835
2009-09-13,1346.0,52.0,,1398.0,0.0371959942775
2009-09-14,1016.0,57.0,,1073.0,0.0531220876048
2009-09-15,1143.0,68.0,,1211.0,0.056151940545
2009-09-16,1687.0,145.0,,1832.0,0.0791484716157
2009-09-17,1726.0,145.0,,1871.0,0.0774986638161
2009-09-18,1702.0,124.0,,1826.0,0.0679079956188
2009-09-19,1581.0,104.0,,1685.0,0.0617210682493
2009-09-20,1114.0,45.0,,1159.0,0.0388265746333
2009-09-21,951.0,47.0,,998.0,0.0470941883768
2009-09-22,1655.0,122.0,,1777.0,0.0686550365785
2009-09-23,1590.0,109.0,,1699.0,0.0641553855209
2009-09-24,1564.0,118.0,,1682.0,0.0701545778835
2009-09-25,1752.0,93.0,,1845.0,0.050406504065
2009-09-26,1859.0,92.0,,1951.0,0.0471553049718
2009-09-27,1375.0,37.0,,1412.0,0.0262039660057
2009-09-28,1134.0,46.0,,1180.0,0.0389830508475
2009-09-29,1476.0,92.0,,1568.0,0.0586734693878
2009-09-30,2133.0,96.0,,2229.0,0.043068640646
2009-10-01,1709.0,117.0,,1826.0,0.0640744797371
2009-10-02,1742.0,101.0,,1843.0,0.054801953337
2009-10-03,1572.0,92.0,,1664.0,0.0552884615385
2009-10-04,1243.0,77.0,,1320.0,0.0583333333333
2009-10-05,1111.0,65.0,,1176.0,0.0552721088435
2009-10-06,1719.0,120.0,,1839.0,0.0652528548124
2009-10-07,1755.0,153.0,,1908.0,0.0801886792453
2009-10-08,1759.0,129.0,,1888.0,0.0683262711864
2009-10-09,1708.0,114.0,,1822.0,0.0625686059276
2009-10-10,1731.0,110.0,,1841.0,0.0597501357958
2009-10-11,1231.0,67.0,,1298.0,0.0516178736518
2009-10-12,1040.0,55.0,,1095.0,0.0502283105023
2009-10-13,1587.0,125.0,,1712.0,0.0730140186916
2009-10-14,1615.0,120.0,,1735.0,0.0691642651297
2009-10-15,1275.0,103.0,,1378.0,0.0747460087083
2009-10-16,1581.0,101.0,,1682.0,0.0600475624257
2009-10-17,1567.0,104.0,,1671.0,0.0622381807301
2009-10-18,1026.0,39.0,,1065.0,0.0366197183099
2009-10-19,998.0,40.0,,1038.0,0.0385356454721
2009-10-20,1528.0,111.0,,1639.0,0.0677242220866
2009-10-21,1956.0,143.0,,2099.0,0.0681276798475
2009-10-22,1566.0,110.0,,1676.0,0.0656324582339
2009-10-23,1705.0,131.0,,1836.0,0.0713507625272
2009-10-24,1401.0,66.0,,1467.0,0.0449897750511
2009-10-25,1149.0,56.0,,1205.0,0.0464730290456
2009-10-26,893.0,39.0,,932.0,0.0418454935622
2009-10-27,1342.0,84.0,,1426.0,0.0589060308555
2009-10-28,1276.0,61.0,,1337.0,0.0456245325355
2009-10-29,1700.0,69.0,,1769.0,0.0390050876201
2009-10-30,2279.0,109.0,,2388.0,0.0456448911223
2009-10-31,1990.0,112.0,,2102.0,0.0532825880114
2009-11-01,1239.0,65.0,,1304.0,0.0498466257669
2009-11-02,918.0,46.0,,964.0,0.0477178423237
2009-11-03,1255.0,82.0,,1337.0,0.0613313388182
2009-11-04,1431.0,97.0,,1528.0,0.0634816753927
2009-11-05,1476.0,100.0,,1576.0,0.0634517766497
2009-11-06,1462.0,112.0,,1574.0,0.0711562897078
2009-11-07,1688.0,136.0,,1824.0,0.0745614035088
2009-11-08,1145.0,82.0,,1227.0,0.0668296658517
2009-11-09,933.0,48.0,,981.0,0.0489296636086
2009-11-10,1841.0,138.0,,1979.0,0.0697321879737
2009-11-11,1700.0,107.0,,1807.0,0.0592141671278
2009-11-12,1413.0,84.0,,1497.0,0.0561122244489
2009-11-13,1596.0,122.0,,1718.0,0.0710128055879
2009-11-14,1373.0,108.0,,1481.0,0.0729237002026
2009-11-15,1039.0,44.0,,1083.0,0.0406278855032
2009-11-16,851.0,43.0,,894.0,0.0480984340045
2009-11-17,1534.0,112.0,,1646.0,0.0680437424058
2009-11-18,1727.0,130.0,,1857.0,0.0700053850296
2009-11-19,1703.0,104.0,,1807.0,0.0575539568345
2009-11-20,1759.0,140.0,,1899.0,0.0737230121116
2009-11-21,1617.0,112.0,,1729.0,0.0647773279352
2009-11-22,985.0,51.0,,1036.0,0.0492277992278
2009-11-23,837.0,60.0,,897.0,0.066889632107
2009-11-24,1542.0,100.0,,1642.0,0.0609013398295
2009-11-25,1301.0,69.0,,1370.0,0.0503649635036
2009-11-26,507.0,32.0,,539.0,0.0593692022263
2009-11-27,1441.0,89.0,,1530.0,0.0581699346405
2009-11-28,1827.0,104.0,,1931.0,0.053858104609
2009-11-29,1041.0,59.0,,1100.0,0.0536363636364
2009-11-30,861.0,40.0,,901.0,0.0443951165372
2009-12-01,1284.0,107.0,,1391.0,0.0769230769231
2009-12-02,1269.0,111.0,,1380.0,0.0804347826087
2009-12-03,1552.0,95.0,,1647.0,0.0576806314511
2009-12-04,1606.0,137.0,,1743.0,0.0786001147447
2009-12-05,1158.0,74.0,,1232.0,0.0600649350649
2009-12-06,809.0,43.0,,852.0,0.0504694835681
2009-12-07,777.0,47.0,,824.0,0.0570388349515
2009-12-08,1313.0,123.0,,1436.0,0.0856545961003
2009-12-09,1179.0,80.0,,1259.0,0.0635424940429
2009-12-10,1184.0,104.0,,1288.0,0.0807453416149
2009-12-11,1370.0,86.0,,1456.0,0.0590659340659
2009-12-12,1442.0,104.0,,1546.0,0.0672703751617
2009-12-13,777.0,55.0,,832.0,0.0661057692308
2009-12-14,678.0,49.0,,727.0,0.0674002751032
2009-12-15,1317.0,102.0,,1419.0,0.0718816067653
2009-12-16,1152.0,107.0,,1259.0,0.0849880857824
2009-12-17,1094.0,69.0,,1163.0,0.0593293207223
2009-12-18,1264.0,99.0,,1363.0,0.072633895818
2009-12-19,858.0,44.0,,902.0,0.0487804878049
2009-12-20,452.0,21.0,,473.0,0.0443974630021
2009-12-21,547.0,30.0,,577.0,0.051993067591
2009-12-22,1019.0,78.0,,1097.0,0.0711030082042
2009-12-23,1011.0,88.0,,1099.0,0.0800727934486
2009-12-24,475.0,28.0,,503.0,0.0556660039761
2009-12-25,270.0,16.0,,286.0,0.0559440559441
2009-12-26,783.0,45.0,,828.0,0.054347826087
2009-12-27,805.0,41.0,,846.0,0.048463356974
2009-12-28,756.0,41.0,,797.0,0.0514429109159
2009-12-29,1153.0,91.0,,1244.0,0.0731511254019
2009-12-30,1348.0,98.0,,1446.0,0.0677731673582
2009-12-31,879.0,33.0,,912.0,0.0361842105263
2010-01-01,1301.0,99.0,,1400.0,0.0707142857143
2010-01-02,1214.0,90.0,,1304.0,0.069018404908
2010-01-03,986.0,52.0,,1038.0,0.0500963391137
2010-01-04,766.0,43.0,,809.0,0.053152039555
2010-01-05,1361.0,122.0,,1483.0,0.0822656776804
2010-01-06,1655.0,134.0,,1789.0,0.0749021799888
2010-01-07,1903.0,157.0,,2060.0,0.076213592233
2010-01-08,1932.0,155.0,,2087.0,0.0742692860565
2010-01-09,1795.0,116.0,,1911.0,0.0607012035583
2010-01-10,1136.0,70.0,,1206.0,0.0580431177446
2010-01-11,1068.0,68.0,,1136.0,0.0598591549296
2010-01-12,1733.0,137.0,,1870.0,0.0732620320856
2010-01-13,1832.0,128.0,,1960.0,0.065306122449
2010-01-14,2221.0,159.0,,2380.0,0.0668067226891
2010-01-15,2314.0,179.0,,2493.0,0.0718010429202
2010-01-16,2018.0,111.0,,2129.0,0.0521371535932
2010-01-17,1261.0,63.0,,1324.0,0.047583081571
2010-01-18,1358.0,77.0,,1435.0,0.0536585365854
2010-01-19,1997.0,156.0,,2153.0,0.072457036693
2010-01-20,1969.0,133.0,,2102.0,0.0632730732636
2010-01-21,2175.0,161.0,,2336.0,0.0689212328767
2010-01-22,2429.0,150.0,,2579.0,0.0581620783249
2010-01-23,2143.0,128.0,,2271.0,0.0563628357552
2010-01-24,1139.0,66.0,,1205.0,0.0547717842324
2010-01-25,1046.0,60.0,,1106.0,0.0542495479204
2010-01-26,1791.0,124.0,,1915.0,0.0647519582245
2010-01-27,1950.0,155.0,,2105.0,0.0736342042755
2010-01-28,1844.0,107.0,,1951.0,0.0548436699129
2010-01-29,1711.0,117.0,,1828.0,0.0640043763676
2010-01-30,1825.0,93.0,,1918.0,0.048488008342
2010-01-31,1278.0,61.0,,1339.0,0.0455563853622
2010-02-01,1209.0,55.0,,1264.0,0.0435126582278
2010-02-02,1494.0,158.0,,1652.0,0.0956416464891
2010-02-03,1842.0,135.0,,1977.0,0.0682852807284
2010-02-04,1852.0,136.0,,1988.0,0.0684104627767
2010-02-05,2113.0,150.0,,2263.0,0.0662836942112
2010-02-06,1773.0,119.0,,1892.0,0.0628964059197
2010-02-07,885.0,72.0,,957.0,0.0752351097179
2010-02-08,1087.0,67.0,,1154.0,0.0580589254766
2010-02-09,1741.0,126.0,,1867.0,0.0674879485806
2010-02-10,823.0,56.0,,879.0,0.0637087599545
2010-02-11,1607.0,131.0,,1738.0,0.0753739930955
2010-02-12,2105.0,136.0,,2241.0,0.0606871932173
2010-02-13,1669.0,124.0,,1793.0,0.069157836029
2010-02-14,1051.0,66.0,,1117.0,0.0590868397493
2010-02-15,1160.0,68.0,,1228.0,0.0553745928339
2010-02-16,1246.0,84.0,,1330.0,0.0631578947368
2010-02-17,1646.0,132.0,,1778.0,0.07424071991
2010-02-18,1971.0,165.0,,2136.0,0.0772471910112
2010-02-19,2056.0,143.0,,2199.0,0.0650295588904
2010-02-20,2140.0,125.0,,2265.0,0.0551876379691
2010-02-21,1321.0,74.0,,1395.0,0.0530465949821
2010-02-22,1088.0,75.0,,1163.0,0.0644883920894
2010-02-23,1401.0,98.0,,1499.0,0.0653769179453
2010-02-24,2152.0,145.0,,2297.0,0.0631258162821
2010-02-25,1286.0,81.0,,1367.0,0.0592538405267
2010-02-26,1402.0,99.0,,1501.0,0.0659560293138
2010-02-27,1968.0,117.0,,2085.0,0.0561151079137
2010-02-28,1376.0,65.0,,1441.0,0.0451075641915
2010-03-01,1155.0,70.0,,1225.0,0.0571428571429
2010-03-02,1695.0,123.0,,1818.0,0.0676567656766
2010-03-03,1737.0,140.0,,1877.0,0.0745871070858
2010-03-04,1807.0,167.0,,1974.0,0.0845997973658
2010-03-05,1828.0,182.0,,2010.0,0.0905472636816
2010-03-06,1799.0,128.0,,1927.0,0.0664244940322
2010-03-07,1187.0,73.0,,1260.0,0.0579365079365
2010-03-08,1082.0,58.0,,1140.0,0.0508771929825
2010-03-09,1623.0,132.0,,1755.0,0.0752136752137
2010-03-10,1855.0,132.0,,1987.0,0.0664318067438
2010-03-11,1735.0,130.0,,1865.0,0.0697050938338
2010-03-12,1694.0,142.0,,1836.0,0.0773420479303
2010-03-13,1067.0,88.0,,1155.0,0.0761904761905
2010-03-14,846.0,60.0,,906.0,0.0662251655629
2010-03-15,981.0,79.0,,1060.0,0.0745283018868
2010-03-16,1560.0,127.0,,1687.0,0.0752815649081
2010-03-17,1563.0,130.0,,1693.0,0.076786769049
2010-03-18,1574.0,117.0,,1691.0,0.0691898285038
2010-03-19,1724.0,139.0,,1863.0,0.0746108427268
2010-03-20,1789.0,90.0,,1879.0,0.0478978179883
2010-03-21,1200.0,69.0,,1269.0,0.0543735224586
2010-03-22,657.0,45.0,,702.0,0.0641025641026
2010-03-23,1389.0,123.0,,1512.0,0.0813492063492
2010-03-24,1755.0,128.0,,1883.0,0.0679766330324
2010-03-25,1812.0,108.0,,1920.0,0.05625
2010-03-26,1596.0,106.0,,1702.0,0.0622796709753
2010-03-27,1731.0,99.0,,1830.0,0.0540983606557
2010-03-28,1005.0,67.0,,1072.0,0.0625
2010-03-29,770.0,43.0,,813.0,0.0528905289053
2010-03-30,1105.0,89.0,,1194.0,0.0745393634841
2010-03-31,1857.0,112.0,,1969.0,0.0568816658202
2010-04-01,1727.0,126.0,,1853.0,0.0679978413384
2010-04-02,1873.0,156.0,,2029.0,0.076885165106
2010-04-03,1792.0,122.0,,1914.0,0.0637408568443
2010-04-04,1021.0,68.0,,1089.0,0.0624426078972
2010-04-05,928.0,49.0,,977.0,0.050153531218
2010-04-06,1641.0,125.0,,1766.0,0.0707814269536
2010-04-07,1924.0,156.0,,2080.0,0.075
2010-04-08,2031.0,163.0,,2194.0,0.0742935278031
2010-04-09,2133.0,156.0,,2289.0,0.0681520314548
2010-04-10,2071.0,96.0,,2167.0,0.0443008767882
2010-04-11,1539.0,79.0,,1618.0,0.048825710754
2010-04-12,1271.0,66.0,,1337.0,0.0493642483171
2010-04-13,1703.0,115.0,,1818.0,0.0632563256326
2010-04-14,1959.0,143.0,,2102.0,0.0680304471931
2010-04-15,2056.0,205.0,,2261.0,0.0906678460858
2010-04-16,2228.0,156.0,,2384.0,0.0654362416107
2010-04-17,2359.0,160.0,,2519.0,0.0635172687574
2010-04-18,1624.0,91.0,,1715.0,0.0530612244898
2010-04-19,1399.0,77.0,,1476.0,0.0521680216802
2010-04-20,2147.0,153.0,,2300.0,0.0665217391304
2010-04-21,2163.0,158.0,,2321.0,0.0680741059888
2010-04-22,2338.0,222.0,,2560.0,0.08671875
2010-04-23,2440.0,174.0,,2614.0,0.0665646518745
2010-04-24,2279.0,161.0,,2440.0,0.0659836065574
2010-04-25,1346.0,82.0,,1428.0,0.0574229691877
2010-04-26,1003.0,72.0,,1075.0,0.066976744186
2010-04-27,2068.0,160.0,,2228.0,0.0718132854578
2010-04-28,2300.0,186.0,,2486.0,0.0748189863234
2010-04-29,2487.0,158.0,,2645.0,0.0597353497164
2010-04-30,2913.0,154.0,,3067.0,0.0502119334855
2010-05-01,2189.0,125.0,,2314.0,0.0540190146932
2010-05-02,1526.0,85.0,,1611.0,0.0527622594662
2010-05-03,1167.0,63.0,,1230.0,0.0512195121951
2010-05-04,1870.0,154.0,,2024.0,0.0760869565217
2010-05-05,2080.0,147.0,,2227.0,0.0660080826224
2010-05-06,2333.0,176.0,,2509.0,0.0701474691112
2010-05-07,2641.0,192.0,,2833.0,0.0677726791387
2010-05-08,2266.0,121.0,,2387.0,0.0506912442396
2010-05-09,1536.0,81.0,,1617.0,0.0500927643785
2010-05-10,1361.0,83.0,,1444.0,0.0574792243767
2010-05-11,1911.0,153.0,,2064.0,0.0741279069767
2010-05-12,1774.0,149.0,,1923.0,0.077483099324
2010-05-13,2215.0,193.0,,2408.0,0.0801495016611
2010-05-14,2313.0,169.0,,2482.0,0.0680902497985
2010-05-15,2083.0,136.0,,2219.0,0.0612888688598
2010-05-16,1391.0,70.0,,1461.0,0.0479123887748
2010-05-17,1390.0,75.0,,1465.0,0.0511945392491
2010-05-18,1271.0,96.0,,1367.0,0.0702267739576
2010-05-19,2078.0,152.0,,2230.0,0.0681614349776
2010-05-20,2122.0,182.0,,2304.0,0.0789930555556
2010-05-21,2221.0,131.0,,2352.0,0.0556972789116
2010-05-22,2087.0,130.0,,2217.0,0.0586377988272
2010-05-23,1498.0,72.0,,1570.0,0.0458598726115
2010-05-24,1292.0,81.0,,1373.0,0.0589949016752
2010-05-25,1781.0,146.0,,1927.0,0.0757654385054
2010-05-26,1920.0,155.0,,2075.0,0.0746987951807
2010-05-27,2074.0,154.0,,2228.0,0.0691202872531
2010-05-28,2510.0,130.0,,2640.0,0.0492424242424
2010-05-29,2032.0,136.0,,2168.0,0.0627306273063
2010-05-30,1431.0,72.0,,1503.0,0.0479041916168
2010-05-31,892.0,41.0,,933.0,0.0439442658092
2010-06-01,1418.0,111.0,,1529.0,0.0725964682799
2010-06-02,1557.0,131.0,,1688.0,0.0776066350711
2010-06-03,1648.0,129.0,,1777.0,0.0725942599887
2010-06-04,1917.0,164.0,,2081.0,0.0788082652571
2010-06-05,1656.0,117.0,,1773.0,0.0659898477157
2010-06-06,1107.0,68.0,,1175.0,0.0578723404255
2010-06-07,936.0,70.0,,1006.0,0.0695825049702
2010-06-08,1573.0,145.0,,1718.0,0.0844004656577
2010-06-09,1529.0,133.0,,1662.0,0.0800240673887
2010-06-10,1744.0,147.0,,1891.0,0.0777366472766
2010-06-11,1911.0,130.0,,2041.0,0.0636942675159
2010-06-12,1734.0,106.0,,1840.0,0.0576086956522
2010-06-13,1284.0,111.0,,1395.0,0.0795698924731
2010-06-14,982.0,61.0,,1043.0,0.0584851390221
2010-06-15,1603.0,132.0,,1735.0,0.0760806916427
2010-06-16,1808.0,159.0,,1967.0,0.0808337569903
2010-06-17,1570.0,143.0,,1713.0,0.0834792761238
2010-06-18,1681.0,148.0,,1829.0,0.0809185347184
2010-06-19,1797.0,115.0,,1912.0,0.0601464435146
2010-06-20,1109.0,67.0,,1176.0,0.0569727891156
2010-06-21,971.0,54.0,,1025.0,0.0526829268293
2010-06-22,1432.0,112.0,,1544.0,0.0725388601036
2010-06-23,1563.0,144.0,,1707.0,0.0843585237258
2010-06-24,1491.0,134.0,,1625.0,0.0824615384615
2010-06-25,1795.0,130.0,,1925.0,0.0675324675325
2010-06-26,1678.0,100.0,,1778.0,0.0562429696288
2010-06-27,1036.0,65.0,,1101.0,0.0590372388738
2010-06-28,896.0,49.0,,945.0,0.0518518518519
2010-06-29,1636.0,104.0,,1740.0,0.0597701149425
2010-06-30,1808.0,81.0,,1889.0,0.0428798305982
2010-07-01,1502.0,116.0,,1618.0,0.0716934487021
2010-07-02,1644.0,117.0,,1761.0,0.0664395229983
2010-07-03,2006.0,120.0,,2126.0,0.0564440263405
2010-07-04,1619.0,77.0,,1696.0,0.0454009433962
2010-07-05,1353.0,68.0,,1421.0,0.0478536242083
2010-07-06,1273.0,111.0,,1384.0,0.0802023121387
2010-07-07,1412.0,106.0,,1518.0,0.0698287220026
2010-07-08,1495.0,132.0,,1627.0,0.0811309157959
2010-07-09,1743.0,138.0,,1881.0,0.07336523126
2010-07-10,1945.0,129.0,,2074.0,0.0621986499518
2010-07-11,1417.0,78.0,,1495.0,0.0521739130435
2010-07-12,991.0,57.0,,1048.0,0.0543893129771
2010-07-13,1253.0,142.0,,1395.0,0.101792114695
2010-07-14,1400.0,125.0,,1525.0,0.0819672131148
2010-07-15,1464.0,146.0,,1610.0,0.0906832298137
2010-07-16,1414.0,160.0,,1574.0,0.10165184244
2010-07-17,1288.0,78.0,,1366.0,0.0571010248902
2010-07-18,933.0,69.0,,1002.0,0.0688622754491
2010-07-19,770.0,68.0,,838.0,0.0811455847255
2010-07-20,1194.0,113.0,,1307.0,0.0864575363428
2010-07-21,1331.0,121.0,,1452.0,0.0833333333333
2010-07-22,1177.0,133.0,,1310.0,0.101526717557
2010-07-23,1376.0,134.0,,1510.0,0.0887417218543
2010-07-24,1239.0,102.0,,1341.0,0.076062639821
2010-07-25,1088.0,59.0,,1147.0,0.0514385353095
2010-07-26,845.0,52.0,,897.0,0.0579710144928
2010-07-27,1227.0,137.0,,1364.0,0.100439882698
2010-07-28,1205.0,107.0,,1312.0,0.0815548780488
2010-07-29,1565.0,132.0,,1697.0,0.0777843252799
2010-07-30,1523.0,117.0,,1640.0,0.0713414634146
2010-07-31,1617.0,97.0,,1714.0,0.0565927654609
2010-08-01,1327.0,79.0,,1406.0,0.0561877667141
2010-08-02,835.0,72.0,,907.0,0.0793825799338
2010-08-03,1125.0,120.0,,1245.0,0.0963855421687
2010-08-04,1366.0,138.0,,1504.0,0.0917553191489
2010-08-05,1396.0,158.0,,1554.0,0.101673101673
2010-08-06,1470.0,141.0,,1611.0,0.0875232774674
2010-08-07,1387.0,110.0,,1497.0,0.0734802939212
2010-08-08,1380.0,83.0,,1463.0,0.0567327409433
2010-08-09,826.0,65.0,,891.0,0.0729517396184
2010-08-10,1296.0,118.0,,1414.0,0.0834512022631
2010-08-11,1460.0,177.0,,1637.0,0.108124618204
2010-08-12,1484.0,129.0,,1613.0,0.0799752014879
2010-08-13,1572.0,119.0,,1691.0,0.070372560615
2010-08-14,1650.0,110.0,,1760.0,0.0625
2010-08-15,1213.0,91.0,,1304.0,0.0697852760736
2010-08-16,783.0,54.0,,837.0,0.0645161290323
2010-08-17,1436.0,127.0,,1563.0,0.0812539987204
2010-08-18,1600.0,149.0,,1749.0,0.0851915380217
2010-08-19,1518.0,129.0,,1647.0,0.0783242258652
2010-08-20,1603.0,131.0,,1734.0,0.0755478662053
2010-08-21,1585.0,96.0,,1681.0,0.0571088637716
2010-08-22,1230.0,83.0,,1313.0,0.0632140137091
2010-08-23,960.0,49.0,,1009.0,0.0485629335976
2010-08-24,1496.0,113.0,,1609.0,0.0702299564947
2010-08-25,1510.0,123.0,,1633.0,0.0753214941825
2010-08-26,1575.0,139.0,,1714.0,0.0810968494749
2010-08-27,1628.0,145.0,,1773.0,0.0817822899041
2010-08-28,1804.0,94.0,,1898.0,0.0495258166491
2010-08-29,1369.0,79.0,,1448.0,0.0545580110497
2010-08-30,944.0,68.0,,1012.0,0.0671936758893
2010-08-31,1541.0,109.0,,1650.0,0.0660606060606
2010-09-01,1375.0,125.0,,1500.0,0.0833333333333
2010-09-02,1353.0,174.0,,1527.0,0.11394891945
2010-09-03,1526.0,154.0,,1680.0,0.0916666666667
2010-09-04,1592.0,94.0,,1686.0,0.055753262159
2010-09-05,1236.0,92.0,,1328.0,0.0692771084337
2010-09-06,907.0,58.0,,965.0,0.060103626943
2010-09-07,1286.0,122.0,,1408.0,0.0866477272727
2010-09-08,1575.0,137.0,,1712.0,0.080023364486
2010-09-09,1668.0,112.0,,1780.0,0.0629213483146
2010-09-10,1798.0,137.0,,1935.0,0.0708010335917
2010-09-11,1633.0,132.0,,1765.0,0.0747875354108
2010-09-12,1227.0,91.0,,1318.0,0.0690440060698
2010-09-13,898.0,61.0,,959.0,0.0636079249218
2010-09-14,1062.0,106.0,,1168.0,0.0907534246575
2010-09-15,1626.0,129.0,,1755.0,0.0735042735043
2010-09-16,1384.0,127.0,,1511.0,0.084050297816
2010-09-17,1442.0,132.0,,1574.0,0.0838627700127
2010-09-18,1626.0,126.0,,1752.0,0.0719178082192
2010-09-19,1229.0,66.0,,1295.0,0.0509652509653
2010-09-20,874.0,71.0,,945.0,0.0751322751323
2010-09-21,1540.0,108.0,,1648.0,0.0655339805825
2010-09-22,1398.0,136.0,,1534.0,0.0886571056063
2010-09-23,1632.0,103.0,,1735.0,0.0593659942363
2010-09-24,1576.0,111.0,,1687.0,0.0657972732662
2010-09-25,1720.0,120.0,,1840.0,0.0652173913043
2010-09-26,1219.0,110.0,,1329.0,0.0827689992476
2010-09-27,879.0,52.0,,931.0,0.0558539205156
2010-09-28,1545.0,118.0,,1663.0,0.0709561034275
2010-09-29,1767.0,148.0,,1915.0,0.0772845953003
2010-09-30,1775.0,113.0,,1888.0,0.0598516949153
2010-10-01,1495.0,126.0,,1621.0,0.077729796422
2010-10-02,1588.0,130.0,,1718.0,0.0756693830035
2010-10-03,1205.0,110.0,,1315.0,0.0836501901141
2010-10-04,835.0,69.0,,904.0,0.0763274336283
2010-10-05,1626.0,140.0,,1766.0,0.079275198188
2010-10-06,1893.0,167.0,,2060.0,0.081067961165
2010-10-07,1837.0,175.0,,2012.0,0.0869781312127
2010-10-08,2081.0,193.0,,2274.0,0.084872471416
2010-10-09,1948.0,130.0,,2078.0,0.0625601539942
2010-10-10,1498.0,93.0,,1591.0,0.0584538026398
2010-10-11,1018.0,80.0,,1098.0,0.0728597449909
2010-10-12,1451.0,171.0,,1622.0,0.10542540074
2010-10-13,1911.0,165.0,,2076.0,0.0794797687861
2010-10-14,1551.0,145.0,,1696.0,0.0854952830189
2010-10-15,2011.0,167.0,,2178.0,0.0766758494031
2010-10-16,2025.0,130.0,,2155.0,0.0603248259861
2010-10-17,1310.0,93.0,,1403.0,0.0662865288667
2010-10-18,1137.0,75.0,,1212.0,0.0618811881188
2010-10-19,1569.0,148.0,,1717.0,0.0861968549796
2010-10-20,1972.0,164.0,,2136.0,0.0767790262172
2010-10-21,1973.0,205.0,,2178.0,0.0941230486685
2010-10-22,2106.0,151.0,,2257.0,0.0669029685423
2010-10-23,1925.0,128.0,,2053.0,0.0623477837311
2010-10-24,1412.0,83.0,,1495.0,0.0555183946488
2010-10-25,1111.0,91.0,,1202.0,0.0757071547421
2010-10-26,1462.0,128.0,,1590.0,0.0805031446541
2010-10-27,1754.0,137.0,,1891.0,0.0724484399788
2010-10-28,1991.0,124.0,,2115.0,0.0586288416076
2010-10-29,2018.0,128.0,,2146.0,0.0596458527493
2010-10-30,1767.0,121.0,,1888.0,0.0640889830508
2010-10-31,1800.0,91.0,,1891.0,0.0481226864093
2010-11-01,1013.0,56.0,,1069.0,0.0523854069224
2010-11-02,1216.0,105.0,,1321.0,0.0794852384557
2010-11-03,1807.0,148.0,,1955.0,0.0757033248082
2010-11-04,1635.0,130.0,,1765.0,0.0736543909348
2010-11-05,2212.0,161.0,,2373.0,0.0678466076696
2010-11-06,1850.0,141.0,,1991.0,0.0708186840784
2010-11-07,1281.0,67.0,,1348.0,0.049703264095
2010-11-08,1094.0,56.0,,1150.0,0.0486956521739
2010-11-09,1886.0,125.0,,2011.0,0.0621581302834
2010-11-10,2046.0,168.0,,2214.0,0.0758807588076
2010-11-11,1995.0,131.0,,2126.0,0.0616180620884
2010-11-12,2143.0,141.0,,2284.0,0.0617338003503
2010-11-13,1931.0,161.0,,2092.0,0.0769598470363
2010-11-14,1023.0,78.0,,1101.0,0.0708446866485
2010-11-15,1153.0,65.0,,1218.0,0.0533661740558
2010-11-16,1315.0,93.0,,1408.0,0.0660511363636
2010-11-17,1806.0,138.0,,1944.0,0.070987654321
2010-11-18,1881.0,159.0,,2040.0,0.0779411764706
2010-11-19,1965.0,157.0,,2122.0,0.073986804901
2010-11-20,1814.0,128.0,,1942.0,0.0659114315139
2010-11-21,1204.0,92.0,,1296.0,0.070987654321
2010-11-22,1267.0,66.0,,1333.0,0.0495123780945
2010-11-23,1783.0,136.0,,1919.0,0.0708702449192
2010-11-24,1751.0,97.0,,1848.0,0.0524891774892
2010-11-25,521.0,34.0,,555.0,0.0612612612613
2010-11-26,1458.0,101.0,,1559.0,0.0647851186658
2010-11-27,1821.0,134.0,,1955.0,0.0685421994885
2010-11-28,1267.0,76.0,,1343.0,0.0565897244974
2010-11-29,976.0,63.0,,1039.0,0.060635226179
2010-11-30,1538.0,88.0,,1626.0,0.0541205412054
2010-12-01,1332.0,77.0,,1409.0,0.0546486870121
2010-12-02,1841.0,132.0,,1973.0,0.0669031931069
2010-12-03,2023.0,177.0,,2200.0,0.0804545454545
2010-12-04,1578.0,142.0,,1720.0,0.0825581395349
2010-12-05,909.0,87.0,,996.0,0.0873493975904
2010-12-06,1134.0,76.0,,1210.0,0.0628099173554
2010-12-07,1591.0,98.0,,1689.0,0.0580224985198
2010-12-08,1627.0,138.0,,1765.0,0.0781869688385
2010-12-09,1345.0,121.0,,1466.0,0.0825375170532
2010-12-10,1717.0,125.0,,1842.0,0.0678610206298
2010-12-11,1377.0,110.0,,1487.0,0.0739744451917
2010-12-12,780.0,66.0,,846.0,0.0780141843972
